"result_id","dataset","scene","system/arm","pipeline_stage","metric_name","numerator","denominator","value","threshold_or_k","scope","comparison_group","development_or_transfer_status","primary_source_artifact","source_commit_or_tag","notes"
"F71","ARKitScenes","arkitscenes_41069025","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding, per scene","anchor precision (per scene)","6","8","0.75",">= 2 agreeing view slots","deployable","grounding_bridge_v1 per-scene (41069025: 10 anchors, 9 resolvable, 8 admitted)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","The ratio 0.75 is stated in the tracked doc. The integers 6/8 come only from GITIGNORED runs/arkit_relation_challenge/report.json (anchor_resolution/per_scene: n_correct=6, n_admitted=8, n_anchors=10, n_human_resolvable=9)."
"F72","ARKitScenes","arkitscenes_41069025","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding, per scene","anchor coverage (per scene)","6","9","0.667",">= 2 agreeing view slots","deployable","grounding_bridge_v1 per-scene (41069025)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Ratio 0.667 stated in the tracked doc; integers 6/9 only in the gitignored report (coverage 0.6667). DENOMINATOR 9 (human-resolvable in this scene), different from the precision denominator 8."
"F73","ARKitScenes","arkitscenes_41069042","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding, per scene","anchor precision (per scene)","1","4","0.25",">= 2 agreeing view slots","deployable","grounding_bridge_v1 per-scene (41069042: 7 anchors, 6 resolvable, 4 admitted)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Ratio stated in the tracked doc; integers 1/4 only in the gitignored report. Doc: 'A bridge that works in one room and not the other is not a bridge.'"
"F74","ARKitScenes","arkitscenes_41069042","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding, per scene","anchor coverage (per scene)","1","6","0.167",">= 2 agreeing view slots","deployable","grounding_bridge_v1 per-scene (41069042)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Ratio stated in the tracked doc; integers 1/6 only in the gitignored report (0.1667). DENOMINATOR 6, different from the precision denominator 4."
"F75","ARKitScenes","arkitscenes_41069042","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding","admissions for anchors with no human uid (precision errors, not suppressed)","1","12","1 of 12 admissions","3 of 3 agreeing view slots — maximum cross-view agreement","bug-diagnostic","grounding_bridge_v1 (12 admissions)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","'white radiator' is none/missing in the owner's mapping, yet the bridge admitted obj_2 with THREE agreeing slots. Confirmed in the TRACKED sidecar (41069042 admitted: white radiator -> obj_2, agreeing_slots 3; cream curtain also -> obj_2, a second collision). Doc: 'Cross-view agreement measures consistency, not existence.' Gitignored report: admitted_but_not_human_resolvable has 1 entry."
"F76","ARKitScenes","47331972","direct multiview RGB (blinded, fixed path — no prompt/view/scoring change)","spatial QA answering — untouched-scene transfer test, run 2","correct","5","10","5 / 10","18 equal temporal bins, highest information-score frame per bin (reused verbatim)","deployable","rgb_transfer_47331972_run2 (n=10 scored, 0 excluded)","TRANSFER — 47331972 previously untouched; protocol frozen at 95246f0 before download or inspection","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. Scored exactly once, 2026-08-23. Response hash-pinned at e193e6f before scoring; key at 45f8ec9; packet 33355c8a..., questions 520074c2.... Run 1 is VOID (blinded model never ran, nothing scored). Cross-checked identical in GITIGNORED runs/arkit_rgb_transfer/47331972/score.json (tally correct=5)."
"F77","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, run 2","wrong","0","10","0 / 10","18-frame packet","deployable","rgb_transfer_47331972_run2 (n=10 scored)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. The model never once answered wrongly. Confirmed from the TRACKED response file eval/human_feedback/arkitscenes_rgb_transfer_response_47331972.json against the TRACKED key eval/human_feedback/arkitscenes_rgb_transfer_key_47331972.json (5 'answer' outcomes, 5 'unknown')."
"F78","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, run 2","unanswered","5","10","5 / 10","18-frame packet","deployable","rgb_transfer_47331972_run2 (n=10 scored)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. t_cmp_3, t_cmp_4, t_xview_1, t_xview_2, t_xview_3 — all returned outcome 'unknown', answer null, confidence 0.0, zero evidence frames. Verified directly in the tracked response file."
"F79","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, cross-view form only","correct (cross-view items)","0","3","0 / 3 correct, 3 / 3 unanswered","three genuinely non-co-visible anchor pairs","deployable","rgb_transfer_47331972_run2 per-form (cross-view, n=3)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. DENOMINATOR IS 3, NOT 10 — do not merge with the pooled row. Doc: 'cross-view answered not at all'; 'the spatial questions that motivate this work, the cross-view ones, it declined wholesale'. Gitignored score.json labels this same group 'binary_near' in by_form while flagging cross_view=true on all three rows (see contradictions)."
"F80","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, presence form only","correct (presence items)","3","3","3 / 3 correct, 0 unanswered","'in the captured space' scope wording (amendment 1)","deployable","rgb_transfer_47331972_run2 per-form (presence, n=3)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. DENOMINATOR 3. Confidence 0.96, 0.93, 0.68. Doc warns a clean presence sweep would license only 'RGB can tell whether a sofa exists in an unseen room', not the intended transfer sentence."
"F81","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, comparative form only","correct (comparative items)","2","4","2 / 4 correct, 2 unanswered","ordinal, no threshold","deployable","rgb_transfer_47331972_run2 per-form (comparative, n=4)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. DENOMINATOR 4. Confidence on the two it attempted: 0.36 and 0.48 — both correct."
"F82","ARKitScenes","47331972","direct multiview RGB (blinded)","predeclared transfer gate 1","exact accuracy (gate: >= 0.60)","5","10","0.50 (required >= 0.60) — FAIL","gate: exact accuracy >= 0.60","deployable","rgb_transfer_47331972_run2 (n=10 scored)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. exact accuracy = correct / scored items, where scored excludes owner-ambiguous items (0 excluded here). Doc: 'exact_accuracy counts an abstention as a non-correct item, so a perfectly calibrated abstainer fails the accuracy gate too. Both gates failed on the same underlying behaviour.'"
"F83","ARKitScenes","47331972","direct multiview RGB (blinded)","predeclared transfer gate 2","answer coverage (gate: >= 0.80)","5","10","0.50 (required >= 0.80) — FAIL","gate: answer coverage >= 0.80","deployable","rgb_transfer_47331972_run2 (n=10 scored)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. answer coverage = (correct + wrong) / scored items; numerator 5 = 5 correct + 0 wrong, both stated. Stopping rule fired: demo remains a fixed evaluation replay, nothing retuned, no third scene, no gate softened."
"F84","ARKitScenes","47331972","direct multiview RGB (blinded)","predeclared run-validity condition","scored items (condition: >= 6, else run is void)","10","10","10 (required >= 6) — PASS","condition: scored set >= 6 items","deployable","rgb_transfer_47331972_run2 (n=10 authored, 10 scored)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. 0 items excluded as owner-ambiguous in run 2 (verified in the tracked key: all ten rows ambiguous=false). Contrast run 1, which is VOID: 8 questions, 4 owner-ambiguous, n=4."
"F85","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, run 2","accuracy when answered","5","5","1.000","n/a","deployable","rgb_transfer_47331972_run2 answered-only slice (n=5)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. DENOMINATOR IS 5 (answered items), NOT 10 — must never be merged with the 0.50 accuracy row or quoted as the transfer result. Doc: 'It is not an accuracy failure... The failure is entirely coverage.' Gitignored score.json: accuracy_when_answered = 1.0."
"F86","ARKitScenes","47331972","direct multiview RGB (blinded)","spatial QA answering — untouched-scene transfer test, run 2","false-confident rate","0","5","0 (zero)","n/a","deployable","rgb_transfer_47331972_run2 answered-only slice (n=5)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. Doc: 'The false-confident rate is zero.' Denominator convention is not stated in the doc; the gitignored score.json reports false_confident_rate = 0.0 without an explicit denominator either."
"F87","ARKitScenes","47331972","direct multiview RGB (blinded)","thin-evidence subtest — untouched-scene transfer test","correct on the thin-evidence slice","2","6","2 answered of 6, both correct","owner-recorded evidence visibility of 0 or 1 view","deployable","rgb_transfer_47331972_run2 thin-evidence slice (n=6 owner-recorded 0- or 1-view items)","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. DENOMINATOR 6, NOT 10. Doc: 'On the six-item thin-evidence slice it answered only two, and got both right.' Both zero-view items (t_xview_1, t_xview_3) are cross-view and were declined. Gitignored score.json thin_evidence_slice: n=6, answered=2, correct=2."
"F88","ARKitScenes","47331972","direct multiview RGB (blinded)","transfer conclusion","transfer claim made","—","—","NONE — both gates failed; demo remains a fixed evaluation replay","both gates required","deployable","rgb_transfer_47331972_run2","TRANSFER","docs/arkitscenes_rgb_transfer_test.md","c8e200d","SCOPE CONFIRMED deployable END-TO-END: unseen scene, blinded response hash-pinned before the key was opened, human key is the ground truth and is not in the answer path. Doc: 'Direct multiview RGB did not transfer under this procedure. What transferred is its calibration... What did not transfer is its reach.' Also: no comparison to the graph path, which did not run on this scene; the 41069025/41069042 results stand unchanged. Gitignored score.json: all_gates_pass = false, claim = 'NO TRANSFER CLAIM.'"
